-5.000000, 0.000000
-4.950000, 0.000000
-4.900000, 0.000000
-4.850000, 0.000000
-4.800000, 0.000000
-4.750000, 0.000000
-4.700000, 0.000000
-4.650000, 0.000000
-4.600000, 0.000000
-4.550000, 0.000000
-4.500000, 0.000000
-4.450000, 0.000000
-4.400000, 0.000000
-4.350000, 0.000000
-4.300000, 0.000000
-4.250000, 0.000000
-4.200000, 0.000000
-4.150000, 0.000000
-4.100000, 0.000000
-4.050000, 0.000000
-4.000000, 0.000000
-3.950000, 0.000000
-3.900000, 0.000000
-3.850000, 0.000000
-3.800000, 0.000000
-3.750000, 0.000000
-3.700000, 0.000000
-3.650000, 0.000000
-3.600000, 0.000000
-3.550000, 0.000000
-3.500000, 0.000000
-3.450000, 0.000000
-3.400000, 0.000000
-3.350000, 0.000000
-3.300000, 0.000000
-3.250000, 0.000000
-3.200000, 0.000000
-3.150000, 0.000000
-3.100000, 0.000000
-3.050000, 0.000000
-3.000000, 0.000000
-2.950000, 0.000000
-2.900000, 0.000000
-2.850000, 0.000000
-2.800000, 0.000000
-2.750000, 0.000000
-2.700000, 0.000000
-2.650000, 0.000000
-2.600000, 0.000000
-2.550000, 0.000000
-2.500000, 0.000000
-2.450000, 0.000000
-2.400000, 0.000000
-2.350000, 0.000000
-2.300000, 0.000000
-2.250000, 0.000000
-2.200000, 0.000000
-2.150000, 0.000000
-2.100000, 0.000000
-2.050000, 0.000000
-2.000000, 0.000000
-1.950000, 0.000000
-1.900000, 0.000000
-1.850000, 0.000000
-1.800000, 0.000000
-1.750000, 0.000000
-1.700000, 0.000000
-1.650000, 0.000000
-1.600000, 0.000000
-1.550000, 0.000000
-1.500000, 0.000000
-1.450000, 0.000000
-1.400000, 0.000000
-1.350000, 0.000000
-1.300000, 0.000000
-1.250000, 0.000000
-1.200000, 0.000000
-1.150000, 0.000000
-1.100000, 0.000000
-1.050000, 0.000000
-1.000000, 0.000000
-0.950000, 0.000000
-0.900000, 0.000000
-0.850000, 0.000000
-0.800000, 0.000000
-0.750000, 0.000000
-0.700000, 0.000000
-0.650000, 0.000000
-0.600000, 0.000000
-0.550000, 0.000000
-0.500000, 0.000000
-0.450000, 0.000000
-0.400000, 0.000000
-0.350000, 0.000000
-0.300000, 0.000000
-0.250000, 0.000000
-0.200000, 0.000000
-0.150000, 0.000000
-0.100000, 0.000000
-0.050000, 2.407521
0.000000, 7.128551
0.050000, 0.073574
0.100000, 0.138974
0.150000, 0.200286
0.200000, 0.114449
0.250000, 0.151236
0.300000, 0.114449
0.350000, 0.457797
0.400000, 0.122624
0.450000, 0.134887
0.500000, 0.069487
0.550000, 0.159411
0.600000, 0.077662
0.650000, 0.134887
0.700000, 0.077662
0.750000, 0.081749
0.800000, 0.040875
0.850000, 0.016350
0.900000, 0.020437
0.950000, 0.000000
1.000000, 3.564275
1.050000, 0.020437
1.100000, 0.032700
1.150000, 0.049050
1.200000, 0.032700
1.250000, 0.044962
1.300000, 0.032700
1.350000, 0.061312
1.400000, 0.032700
1.450000, 0.024525
1.500000, 0.061312
1.550000, 0.089924
1.600000, 0.028612
1.650000, 0.110362
1.700000, 0.089924
1.750000, 0.053137
1.800000, 0.040875
1.850000, 0.057225
1.900000, 0.008175
1.950000, 0.012262
2.000000, 1.205804
2.050000, 0.004087
2.100000, 0.032700
2.150000, 0.012262
2.200000, 0.057225
2.250000, 0.032700
2.300000, 0.028612
2.350000, 0.028612
2.400000, 0.024525
2.450000, 0.032700
2.500000, 0.049050
2.550000, 0.020437
2.600000, 0.425097
2.650000, 0.020437
2.700000, 0.024525
2.750000, 0.016350
2.800000, 0.057225
2.850000, 0.053137
2.900000, 0.024525
2.950000, 0.036787
3.000000, 0.298385
3.050000, 0.073574
3.100000, 0.008175
3.150000, 0.012262
3.200000, 0.044962
3.250000, 0.040875
3.300000, 0.028612
3.350000, 0.040875
3.400000, 0.130799
3.450000, 0.020437
3.500000, 0.008175
3.550000, 0.044962
3.600000, 0.073574
3.650000, 0.024525
3.700000, 0.069487
3.750000, 0.028612
3.800000, 0.020437
3.850000, 0.049050
3.900000, 0.016350
3.950000, 0.036787
4.000000, 0.028612
4.050000, 0.044962
4.100000, 0.044962
4.150000, 0.020437
4.200000, 0.004087
4.250000, 0.032700
4.300000, 0.053137
4.350000, 0.020437
4.400000, 0.032700
4.450000, 0.028612
4.500000, 0.012262
4.550000, 0.032700
4.600000, 0.020437
4.650000, 0.040875
4.700000, 0.036787
4.750000, 0.012262
4.800000, 0.020437
4.850000, 0.024525
4.900000, 0.020437
4.950000, 0.040875
